  20670 10
  1.44840354e-04  -4.09066950e-04  -3.29580216e-04   1.12796044e-04	  -3.26347339e-04  -2.78110483e-04   9.20431999e-05  -3.42167751e-04	   1.54982426e-03  -1.90352730e-04
  1.62263997e-02   1.46840841e-03   6.35488150e-03   3.43602148e-03	   1.79508465e-03   9.23412369e-04   1.36701150e-04  -2.67169093e-03	  -7.20617251e-04  -7.34705505e-05
  2.58504100e-03   4.12961909e-03  -3.03731435e-04   5.71232973e-04	   4.66350641e-03  -2.61843337e-03  -9.75569921e-04   1.35831094e-03	   5.78040073e-04   1.63074366e-05
  1.64048884e-04  -5.33057101e-04  -3.61311373e-04   9.84294941e-05	  -3.25717815e-04  -3.04371109e-04   1.25500799e-04  -3.03757746e-04	   1.55265573e-03  -1.62283171e-04
  1.63135418e-02   1.40005684e-03   6.36994137e-03   3.46758082e-03	   1.84021168e-03   9.20158276e-04   1.13535886e-04  -2.72377070e-03	  -7.33593217e-04  -7.49763146e-05
  2.60417701e-03   4.12263051e-03  -2.75490845e-04   6.19457960e-04	   4.69318176e-03  -2.61298697e-03  -9.78746744e-04   1.35564894e-03	   6.29454921e-04   1.75565832e-05
  9.60363833e-05  -3.39041839e-04  -3.43281827e-04   8.92914976e-05	  -2.99208846e-04  -2.84487119e-04   1.51361326e-04  -2.85673634e-04	   1.57141413e-03  -1.90633203e-04
  1.62605075e-02   1.29146178e-03   6.40073042e-03   3.44073268e-03	   1.83916862e-03   9.10620664e-04   1.17644323e-04  -2.74339914e-03	  -7.41917235e-04  -8.58249325e-05
  2.65569266e-03   4.17669331e-03  -2.92739896e-04   6.08226216e-04	   4.69382090e-03  -2.63002186e-03  -9.80430948e-04   1.33844371e-03	   6.07042641e-04  -3.81253065e-06
  7.17156798e-05  -1.70706169e-04  -2.87731700e-04   1.16897790e-04	  -3.00576822e-04  -2.54213176e-04   1.02836452e-04  -3.57980787e-04	   1.55271525e-03  -2.27979600e-04
  1.61837323e-02   1.31853597e-03   6.36718265e-03   3.41538015e-03	   1.78478562e-03   9.07123333e-04   1.35170999e-04  -2.68676530e-03	  -7.39441555e-04  -7.37579051e-05
  2.64152083e-03   4.19331817e-03  -3.21905384e-04   5.61116287e-04	   4.65892923e-03  -2.63215786e-03  -1.00704951e-03   1.30007261e-03	   5.41029082e-04  -1.40305182e-05
  1.97312341e-04  -4.17257149e-04  -2.62823322e-04   9.25090452e-05	  -3.22706786e-04  -3.07143103e-04   2.94272625e-05  -4.06172227e-04	   1.50036216e-03  -2.12312024e-04
  1.65242933e-02   1.35723995e-03   6.39776548e-03   3.49692674e-03	   1.86188404e-03   9.35446295e-04   8.03639986e-05  -2.78011888e-03	  -7.15219848e-04  -5.30049258e-05
  2.58242184e-03   4.22186206e-03  -2.39905012e-04   6.15084838e-04	   4.70851261e-03  -2.61614490e-03  -9.97122980e-04   1.37462593e-03	   6.82085481e-04   1.15190325e-05
  1.38216518e-04  -3.51972378e-04  -1.89931546e-04   8.92557720e-05	  -3.15777973e-04  -3.09495679e-04  -3.93459027e-06  -4.80233408e-04	   1.51140552e-03  -2.41442950e-04
  1.66146760e-02   1.16701218e-03   6.50000758e-03   3.51331500e-03	   1.90328625e-03   9.15620698e-04   3.26793365e-05  -2.89386932e-03	  -7.29469579e-04  -6.80872797e-05
  2.63065454e-03   4.35084223e-03  -2.22176069e-04   6.73993289e-04	   4.74228017e-03  -2.62878172e-03  -1.06503782e-03   1.29796934e-03	   7.27409443e-04  -2.31191986e-05
  4.74919176e-05  -2.07575452e-04  -1.66262807e-04   9.10312988e-05	  -3.19103973e-04  -2.76839247e-04   4.84699355e-06  -4.61467268e-04	   1.54545420e-03  -2.51988609e-04
  1.66898849e-02   9.66140879e-04   6.57204203e-03   3.53010558e-03	   1.94732018e-03   8.94762312e-04   4.34042015e-05  -2.93987650e-03	  -7.43897164e-04  -7.38683268e-05
  2.72092208e-03   4.39980137e-03  -1.98343692e-04   7.25184172e-04	   4.78916902e-03  -2.65298104e-03  -1.08719787e-03   1.27692670e-03	   7.60891808e-04  -4.15538529e-05
  6.82545242e-05  -2.15665135e-04  -1.95494684e-04   6.43338059e-05	  -3.10510536e-04  -2.79261468e-04   9.27743909e-05  -4.04558090e-04	   1.58776242e-03  -2.29120767e-04
  1.65374732e-02   9.59041356e-04   6.53031660e-03   3.46780794e-03	   1.92857288e-03   8.74032623e-04   5.99847931e-05  -2.91810801e-03	  -7.82090181e-04  -8.48228816e-05
  2.84083724e-03   4.27950582e-03  -1.53174612e-04   7.22984923e-04	   4.76949248e-03  -2.67551289e-03  -1.06706110e-03   1.24889550e-03	   7.59371701e-04  -4.67186672e-05
  5.97655617e-04  -8.39592150e-04  -4.00355709e-05   1.85534548e-04	  -1.77430390e-04  -4.59555893e-04   2.44993784e-04   7.76158147e-05	   1.68508569e-03  -2.80236999e-04
  1.57388226e-02   2.05937378e-03   6.08544945e-03   3.26086807e-03	   1.67066164e-03   9.80840849e-04   3.66068620e-04  -2.31496160e-03	  -5.52769211e-04  -8.41749580e-05
  2.38509769e-03   3.83984438e-03  -1.87780113e-04   5.18581196e-04	   4.41901019e-03  -2.56700243e-03  -1.01583833e-03   1.46009145e-03	   5.42155173e-04   2.22812427e-05
  5.04684809e-04  -7.05464078e-04  -1.06211154e-04   1.61501796e-04	  -1.92809667e-04  -4.53274896e-04   2.56560793e-04   2.21759777e-05	   1.64735883e-03  -2.76953460e-04
  1.59295979e-02   1.98705146e-03   6.14493167e-03   3.32789248e-03	   1.70608178e-03   9.89740385e-04   3.08923986e-04  -2.39780305e-03	  -5.93973191e-04  -6.87893616e-05
  2.48006008e-03   3.77050804e-03  -1.36355204e-04   5.24081075e-04	   4.50295678e-03  -2.62491124e-03  -9.43401258e-04   1.51520169e-03	   5.80285732e-04   3.52493507e-05
  3.96412146e-04  -5.27126891e-04  -1.56585511e-04   1.61852099e-04	  -1.69256364e-04  -4.08962358e-04   2.33918167e-04  -2.59618614e-06	   1.65948186e-03  -2.86460125e-04
  1.58279608e-02   1.84792513e-03   6.18526302e-03   3.30637658e-03	   1.67203295e-03   9.61391207e-04   2.78584789e-04  -2.44525255e-03	  -6.43021534e-04  -7.43471828e-05
  2.49381508e-03   4.14133895e-03  -3.19432850e-04   5.20817954e-04	   4.59994945e-03  -2.62459715e-03  -9.65817926e-04   1.55095569e-03	   5.60691938e-04  -2.73291212e-05
  4.92842348e-04  -5.99996484e-04  -9.84512321e-05   1.90168750e-04	  -1.43969053e-04  -4.29789502e-04   2.70885142e-04   6.19415929e-05	   1.67111890e-03  -3.09119636e-04
  1.56682199e-02   1.90837263e-03   6.13587847e-03   3.26213341e-03	   1.65118432e-03   9.57373845e-04   3.30599514e-04  -2.38513837e-03	  -6.04018270e-04  -7.59470912e-05
  2.43338455e-03   4.14706644e-03  -3.28882981e-04   5.34069124e-04	   4.52683289e-03  -2.58698825e-03  -1.00645938e-03   1.54312551e-03	   5.26888067e-04  -4.57609399e-05
  8.20128274e-05  -2.32000065e-04  -2.93076297e-04   1.41962037e-04	  -2.98574665e-04  -2.78356033e-04   9.53424612e-05  -3.23927287e-04	   1.55537744e-03  -2.32381380e-04
  1.60729845e-02   1.50360845e-03   6.32186081e-03   3.39629757e-03	   1.72081420e-03   9.37628281e-04   1.22323167e-04  -2.66068534e-03	  -7.32480091e-04  -6.81500218e-05
  2.55501086e-03   4.11886946e-03  -4.03639716e-04   5.27679602e-04	   4.62611113e-03  -2.63368274e-03  -9.98454332e-04   1.33767707e-03	   5.10997102e-04   1.96089159e-05
  9.59401361e-05  -2.19256684e-04  -2.89830200e-04   1.08873436e-04	  -1.55382263e-04  -3.07918578e-04   2.34241986e-04  -1.21197027e-04	   1.68930439e-03  -2.25557469e-04
  1.58018265e-02   1.58967701e-03   6.34394587e-03   3.27536603e-03	   1.57448347e-03   9.38713689e-04   9.81096997e-05  -2.64513575e-03	  -7.94508358e-04  -9.70731022e-05
  2.50926924e-03   3.86737140e-03  -6.88789639e-04   4.20557544e-04	   4.56844197e-03  -2.64484792e-03  -9.85740812e-04   1.43324756e-03	   4.87399114e-04   8.82834019e-05
 0.0001116  -0.00022125 -0.00028713  0.00011535 -0.00018063 -0.00031005	  0.00022368 -0.00013977  0.00165824 -0.00023649
  1.58343957e-02   1.57466243e-03   6.31078530e-03   3.30130309e-03	   1.62022575e-03   9.34623823e-04   1.25785425e-04  -2.63913784e-03	  -7.67546477e-04  -8.37494278e-05
  2.52142770e-03   3.96546635e-03  -6.23615519e-04   4.50773112e-04	   4.61485201e-03  -2.64765723e-03  -9.64094007e-04   1.43402461e-03	   5.02834131e-04   6.51039574e-05
  1.44317910e-05  -6.62528936e-05  -3.01918485e-04   1.02409991e-04	  -1.97918473e-04  -2.74546833e-04   2.08734292e-04  -1.77071976e-04	   1.63934166e-03  -2.42290244e-04
  1.59164146e-02   1.42701244e-03   6.34776175e-03   3.30027349e-03	   1.62433332e-03   9.34611968e-04   6.09265723e-05  -2.71134990e-03	  -7.96159844e-04  -7.64697287e-05
  2.62884527e-03   3.77592842e-03  -6.15168690e-04   4.14857766e-04	   4.66154298e-03  -2.71296849e-03  -9.25663942e-04   1.43491122e-03	   4.94207050e-04   6.19965541e-05
  9.77563160e-06  -7.52406600e-05  -3.01027613e-04   9.27697825e-05	  -1.65691571e-04  -2.78413406e-04   2.33150696e-04  -1.38849425e-04	   1.67677688e-03  -2.29956007e-04
  1.58796515e-02   1.45171323e-03   6.37444316e-03   3.27512728e-03	   1.57238891e-03   9.39773844e-04   4.20398750e-05  -2.71680461e-03	  -8.25131640e-04  -9.06832424e-05
